id,external_id,name,category,subcategory,article_type,gender,base_color,season,usage,image_url,tags,price_range,style_score,brand,price,year
215,215,Calvin Klein T-Shirts 215,Topwear,T-Shirts,T-Shirts,Unisex,Red,Summer,Sports,https://images.pexels.com/photos/1000214/pexels-photo-1000214.jpeg?auto=compress&cs=tinysrgb&w=400,"['bright', 't-shirts', 'topwear', 'warm', 'red', 'sports', 'summer']",mid,0.54,Calvin Klein,58.58794637893873,2021
216,216,Puma Shapewear 216,Innerwear,Shapewear,Shapewear,Women,Teal,Spring,Ethnic,https://images.pexels.com/photos/1000215/pexels-photo-1000215.jpeg?auto=compress&cs=tinysrgb&w=400,"['teal', 'shapewear', 'innerwear', 'spring', 'ethnic']",low,0.54,Puma,24.156171000541214,2022
217,217,H&M Leggings 217,Bottomwear,Leggings,Leggings,Women,White,Spring,Ethnic,https://images.pexels.com/photos/1000216/pexels-photo-1000216.jpeg?auto=compress&cs=tinysrgb&w=400,"['light', 'neutral', 'bottomwear', 'leggings', 'spring', 'white', 'ethnic']",mid,0.8,H&M,76.96572067273404,2023
218,218,Zara Bras 218,Innerwear,Bras,Bras,Unisex,Maroon,Fall,Ethnic,https://images.pexels.com/photos/1000217/pexels-photo-1000217.jpeg?auto=compress&cs=tinysrgb&w=400,"['innerwear', 'fall', 'bras', 'maroon', 'ethnic']",mid,0.78,Zara,93.19712962991706,2023
219,219,Nike Shapewear 219,Innerwear,Shapewear,Shapewear,Women,Navy,Fall,Ethnic,https://images.pexels.com/photos/1000218/pexels-photo-1000218.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'blue', 'shapewear', 'innerwear', 'fall', 'navy', 'ethnic']",high,0.71,Nike,152.0654782918234,2022
220,220,Adidas Trousers 220,Bottomwear,Trousers,Trousers,Unisex,Maroon,Spring,Work,https://images.pexels.com/photos/1000219/pexels-photo-1000219.jpeg?auto=compress&cs=tinysrgb&w=400,"['bottomwear', 'trousers', 'maroon', 'work', 'spring']",high,0.87,Adidas,166.6566069987346,2023
221,221,Uniqlo Formal Shoes 221,Footwear,Formal Shoes,Formal Shoes,Men,Red,Summer,Travel,https://images.pexels.com/photos/1000220/pexels-photo-1000220.jpeg?auto=compress&cs=tinysrgb&w=400,"['bright', 'travel', 'warm', 'formal shoes', 'red', 'footwear', 'summer']",low,0.77,Uniqlo,30.391326081967314,2021
222,222,Forever 21 Blouses 222,Topwear,Blouses,Blouses,Unisex,Beige,Winter,Casual,https://images.pexels.com/photos/1000221/pexels-photo-1000221.jpeg?auto=compress&cs=tinysrgb&w=400,"['blouses', 'casual', 'topwear', 'winter', 'beige']",high,0.74,Forever 21,177.74782555913083,2024
223,223,Mango Mini Dress 223,Dress,Mini Dress,Mini Dress,Unisex,Yellow,All,Sports,https://images.pexels.com/photos/1000222/pexels-photo-1000222.jpeg?auto=compress&cs=tinysrgb&w=400,"['yellow', 'all', 'dress', 'sports', 'mini dress']",mid,0.56,Mango,80.25889335412879,2020
224,224,Levi's Tank Tops 224,Topwear,Tank Tops,Tank Tops,Men,Blue,Summer,Casual,https://images.pexels.com/photos/1000223/pexels-photo-1000223.jpeg?auto=compress&cs=tinysrgb&w=400,"['blue', 'cool', 'casual', 'topwear', 'summer', 'tank tops']",low,0.78,Levi's,30.507479775978595,2021
225,225,Gap Nightgowns 225,Loungewear,Nightgowns,Nightgowns,Men,Red,Fall,Formal,https://images.pexels.com/photos/1000224/pexels-photo-1000224.jpeg?auto=compress&cs=tinysrgb&w=400,"['bright', 'formal', 'fall', 'warm', 'red', 'loungewear', 'nightgowns']",mid,0.56,Gap,52.99984526679897,2021
226,226,Tommy Hilfiger Sunglasses 226,Accessories,Sunglasses,Sunglasses,Men,Teal,Spring,Sports,https://images.pexels.com/photos/1000225/pexels-photo-1000225.jpeg?auto=compress&cs=tinysrgb&w=400,"['teal', 'accessories', 'sunglasses', 'sports', 'spring']",low,0.54,Tommy Hilfiger,42.261742351197285,2021
227,227,Calvin Klein Sweaters 227,Topwear,Sweaters,Sweaters,Men,Black,Spring,Sports,https://images.pexels.com/photos/1000226/pexels-photo-1000226.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'neutral', 'topwear', 'black', 'sweaters', 'sports', 'spring']",mid,0.67,Calvin Klein,73.34073162121177,2021
228,228,Puma Robes 228,Loungewear,Robes,Robes,Men,Brown,Winter,Sports,https://images.pexels.com/photos/1000227/pexels-photo-1000227.jpeg?auto=compress&cs=tinysrgb&w=400,"['sports', 'brown', 'robes', 'winter', 'loungewear']",low,0.58,Puma,37.28916624443613,2022
229,229,H&M T-Shirts 229,Topwear,T-Shirts,T-Shirts,Unisex,Black,Summer,Travel,https://images.pexels.com/photos/1000228/pexels-photo-1000228.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'neutral', 'travel', 't-shirts', 'topwear', 'black', 'summer']",mid,0.85,H&M,139.01154538522064,2020
230,230,Zara Trousers 230,Bottomwear,Trousers,Trousers,Unisex,Navy,All,Casual,https://images.pexels.com/photos/1000229/pexels-photo-1000229.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'blue', 'bottomwear', 'trousers', 'casual', 'navy', 'all']",low,0.9,Zara,25.66895925132787,2021
231,231,Nike Jewelry 231,Accessories,Jewelry,Jewelry,Women,Pink,Summer,Party,https://images.pexels.com/photos/1000230/pexels-photo-1000230.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'jewelry', 'feminine', 'pink', 'warm', 'party', 'summer']",low,0.8,Nike,22.297856392273857,2022
232,232,Adidas Culottes 232,Bottomwear,Culottes,Culottes,Men,Maroon,Winter,Work,https://images.pexels.com/photos/1000231/pexels-photo-1000231.jpeg?auto=compress&cs=tinysrgb&w=400,"['bottomwear', 'work', 'culottes', 'winter', 'maroon']",mid,0.87,Adidas,124.23064526303682,2023
233,233,Uniqlo Shorts 233,Bottomwear,Shorts,Shorts,Unisex,Black,All,Work,https://images.pexels.com/photos/1000232/pexels-photo-1000232.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'shorts', 'neutral', 'bottomwear', 'black', 'work', 'all']",mid,0.87,Uniqlo,61.02610525921427,2024
234,234,Forever 21 Sweaters 234,Topwear,Sweaters,Sweaters,Men,Navy,Winter,Formal,https://images.pexels.com/photos/1000233/pexels-photo-1000233.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'formal', 'blue', 'topwear', 'navy', 'sweaters', 'winter']",low,0.75,Forever 21,33.87914952105911,2023
235,235,Mango Tank Tops 235,Topwear,Tank Tops,Tank Tops,Unisex,Orange,Summer,Work,https://images.pexels.com/photos/1000234/pexels-photo-1000234.jpeg?auto=compress&cs=tinysrgb&w=400,"['topwear', 'orange', 'work', 'summer', 'tank tops']",mid,0.84,Mango,128.96612786564205,2024
236,236,Levi's Camisoles 236,Innerwear,Camisoles,Camisoles,Men,Navy,Spring,Ethnic,https://images.pexels.com/photos/1000235/pexels-photo-1000235.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'blue', 'innerwear', 'camisoles', 'navy', 'spring', 'ethnic']",mid,0.59,Levi's,55.542594321608156,2023
237,237,Gap Scarves 237,Accessories,Scarves,Scarves,Unisex,Pink,All,Travel,https://images.pexels.com/photos/1000236/pexels-photo-1000236.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'feminine', 'travel', 'pink', 'warm', 'all', 'scarves']",mid,0.62,Gap,76.45136150440439,2023
238,238,Tommy Hilfiger T-Shirts 238,Topwear,T-Shirts,T-Shirts,Men,Black,Spring,Party,https://images.pexels.com/photos/1000237/pexels-photo-1000237.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'neutral', 't-shirts', 'topwear', 'black', 'party', 'spring']",mid,0.52,Tommy Hilfiger,118.77604604751558,2020
239,239,Calvin Klein Lounge Sets 239,Loungewear,Lounge Sets,Lounge Sets,Women,Blue,All,Casual,https://images.pexels.com/photos/1000238/pexels-photo-1000238.jpeg?auto=compress&cs=tinysrgb&w=400,"['blue', 'casual', 'cool', 'all', 'lounge sets', 'loungewear']",high,0.74,Calvin Klein,160.4463783790378,2023
240,240,Puma Jackets 240,Topwear,Jackets,Jackets,Women,Maroon,Spring,Party,https://images.pexels.com/photos/1000239/pexels-photo-1000239.jpeg?auto=compress&cs=tinysrgb&w=400,"['jackets', 'maroon', 'topwear', 'party', 'spring']",mid,0.68,Puma,53.7208589342343,2021
241,241,H&M Skirts 241,Bottomwear,Skirts,Skirts,Men,Brown,Spring,Work,https://images.pexels.com/photos/1000240/pexels-photo-1000240.jpeg?auto=compress&cs=tinysrgb&w=400,"['bottomwear', 'brown', 'work', 'skirts', 'spring']",mid,0.9,H&M,91.76078161177479,2020
242,242,Zara Boots 242,Footwear,Boots,Boots,Unisex,Blue,Spring,Ethnic,https://images.pexels.com/photos/1000241/pexels-photo-1000241.jpeg?auto=compress&cs=tinysrgb&w=400,"['blue', 'boots', 'cool', 'footwear', 'spring', 'ethnic']",mid,0.81,Zara,67.99755541434864,2024
243,243,Nike Heels 243,Footwear,Heels,Heels,Women,Red,Spring,Casual,https://images.pexels.com/photos/1000242/pexels-photo-1000242.jpeg?auto=compress&cs=tinysrgb&w=400,"['bright', 'casual', 'warm', 'red', 'footwear', 'spring', 'heels']",mid,0.87,Nike,147.9355312935338,2022
244,244,Adidas Hoodies 244,Topwear,Hoodies,Hoodies,Unisex,Yellow,Fall,Ethnic,https://images.pexels.com/photos/1000243/pexels-photo-1000243.jpeg?auto=compress&cs=tinysrgb&w=400,"['hoodies', 'fall', 'topwear', 'yellow', 'ethnic']",high,0.77,Adidas,187.56564912443136,2020
245,245,Uniqlo Mini Dress 245,Dress,Mini Dress,Mini Dress,Women,Blue,All,Ethnic,https://images.pexels.com/photos/1000244/pexels-photo-1000244.jpeg?auto=compress&cs=tinysrgb&w=400,"['blue', 'cool', 'all', 'dress', 'mini dress', 'ethnic']",high,0.76,Uniqlo,150.250047714278,2023
246,246,Forever 21 Briefs 246,Innerwear,Briefs,Briefs,Men,Blue,All,Party,https://images.pexels.com/photos/1000245/pexels-photo-1000245.jpeg?auto=compress&cs=tinysrgb&w=400,"['blue', 'innerwear', 'cool', 'briefs', 'all', 'party']",high,0.66,Forever 21,193.83634585720463,2022
247,247,Mango Briefs 247,Innerwear,Briefs,Briefs,Women,Green,Fall,Travel,https://images.pexels.com/photos/1000246/pexels-photo-1000246.jpeg?auto=compress&cs=tinysrgb&w=400,"['green', 'travel', 'innerwear', 'fall', 'cool', 'briefs']",mid,0.44,Mango,108.03527467179481,2021
248,248,Levi's Jeans 248,Bottomwear,Jeans,Jeans,Men,Red,All,Sports,https://images.pexels.com/photos/1000247/pexels-photo-1000247.jpeg?auto=compress&cs=tinysrgb&w=400,"['bright', 'bottomwear', 'warm', 'red', 'jeans', 'all', 'sports']",mid,0.68,Levi's,50.17917281575611,2022
249,249,Gap Watches 249,Accessories,Watches,Watches,Women,Red,Spring,Travel,https://images.pexels.com/photos/1000248/pexels-photo-1000248.jpeg?auto=compress&cs=tinysrgb&w=400,"['bright', 'accessories', 'travel', 'warm', 'red', 'watches', 'spring']",low,0.5,Gap,35.63387962322963,2024
250,250,Tommy Hilfiger Jackets 250,Topwear,Jackets,Jackets,Unisex,Black,Fall,Sports,https://images.pexels.com/photos/1000249/pexels-photo-1000249.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'neutral', 'jackets', 'fall', 'topwear', 'black', 'sports']",mid,0.53,Tommy Hilfiger,121.9910811582578,2021
251,251,Calvin Klein Scarves 251,Accessories,Scarves,Scarves,Men,Beige,All,Casual,https://images.pexels.com/photos/1000250/pexels-photo-1000250.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'casual', 'all', 'scarves', 'beige']",mid,0.82,Calvin Klein,132.70280973837384,2024
252,252,Puma Sweaters 252,Topwear,Sweaters,Sweaters,Unisex,Black,Summer,Party,https://images.pexels.com/photos/1000251/pexels-photo-1000251.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'neutral', 'topwear', 'black', 'sweaters', 'party', 'summer']",mid,0.58,Puma,93.91640257685197,2024
253,253,H&M Tank Tops 253,Topwear,Tank Tops,Tank Tops,Men,Navy,Summer,Work,https://images.pexels.com/photos/1000252/pexels-photo-1000252.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'blue', 'topwear', 'navy', 'work', 'summer', 'tank tops']",low,0.99,H&M,25.632786615979818,2024
254,254,Zara Skirts 254,Bottomwear,Skirts,Skirts,Men,Grey,All,Party,https://images.pexels.com/photos/1000253/pexels-photo-1000253.jpeg?auto=compress&cs=tinysrgb&w=400,"['neutral', 'grey', 'bottomwear', 'all', 'skirts', 'party']",high,0.78,Zara,179.5234281247335,2022
255,255,Nike Boots 255,Footwear,Boots,Boots,Unisex,Purple,Winter,Formal,https://images.pexels.com/photos/1000254/pexels-photo-1000254.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'purple', 'boots', 'cool', 'footwear', 'winter']",low,0.77,Nike,42.58172303187328,2024
256,256,Adidas Jewelry 256,Accessories,Jewelry,Jewelry,Unisex,Teal,Spring,Travel,https://images.pexels.com/photos/1000255/pexels-photo-1000255.jpeg?auto=compress&cs=tinysrgb&w=400,"['teal', 'accessories', 'jewelry', 'travel', 'spring']",mid,0.81,Adidas,129.91653596969834,2020
257,257,Uniqlo Camisoles 257,Innerwear,Camisoles,Camisoles,Women,Pink,All,Casual,https://images.pexels.com/photos/1000256/pexels-photo-1000256.jpeg?auto=compress&cs=tinysrgb&w=400,"['feminine', 'innerwear', 'pink', 'camisoles', 'casual', 'warm', 'all']",mid,1.0,Uniqlo,126.23118101570448,2020
258,258,Forever 21 Shirts 258,Topwear,Shirts,Shirts,Men,Navy,Summer,Party,https://images.pexels.com/photos/1000257/pexels-photo-1000257.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'shirts', 'blue', 'topwear', 'navy', 'party', 'summer']",high,0.69,Forever 21,153.09863625616632,2024
259,259,Mango Formal Shoes 259,Footwear,Formal Shoes,Formal Shoes,Men,Green,Spring,Sports,https://images.pexels.com/photos/1000258/pexels-photo-1000258.jpeg?auto=compress&cs=tinysrgb&w=400,"['green', 'cool', 'formal shoes', 'footwear', 'sports', 'spring']",mid,0.53,Mango,94.41581356448927,2023
260,260,Levi's Camisoles 260,Innerwear,Camisoles,Camisoles,Women,Red,Summer,Party,https://images.pexels.com/photos/1000259/pexels-photo-1000259.jpeg?auto=compress&cs=tinysrgb&w=400,"['bright', 'innerwear', 'camisoles', 'warm', 'red', 'party', 'summer']",mid,0.64,Levi's,107.49866620249814,2022
261,261,Gap Casual Dress 261,Dress,Casual Dress,Casual Dress,Unisex,Teal,Summer,Party,https://images.pexels.com/photos/1000260/pexels-photo-1000260.jpeg?auto=compress&cs=tinysrgb&w=400,"['teal', 'casual dress', 'dress', 'party', 'summer']",mid,0.65,Gap,110.86004267295677,2021
262,262,Tommy Hilfiger Pajamas 262,Loungewear,Pajamas,Pajamas,Unisex,Teal,Fall,Party,https://images.pexels.com/photos/1000261/pexels-photo-1000261.jpeg?auto=compress&cs=tinysrgb&w=400,"['teal', 'fall', 'pajamas', 'party', 'loungewear']",low,0.5,Tommy Hilfiger,26.842413835940597,2024
263,263,Calvin Klein Watches 263,Accessories,Watches,Watches,Men,Brown,Fall,Casual,https://images.pexels.com/photos/1000262/pexels-photo-1000262.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'fall', 'casual', 'brown', 'watches']",high,0.68,Calvin Klein,155.915738745183,2024
264,264,Puma Briefs 264,Innerwear,Briefs,Briefs,Women,Green,Summer,Travel,https://images.pexels.com/photos/1000263/pexels-photo-1000263.jpeg?auto=compress&cs=tinysrgb&w=400,"['green', 'travel', 'innerwear', 'cool', 'briefs', 'summer']",mid,0.59,Puma,115.37065214364532,2024
265,265,H&M Camisoles 265,Innerwear,Camisoles,Camisoles,Men,White,Summer,Work,https://images.pexels.com/photos/1000264/pexels-photo-1000264.jpeg?auto=compress&cs=tinysrgb&w=400,"['light', 'neutral', 'innerwear', 'camisoles', 'summer', 'work', 'white']",high,1.0,H&M,155.56445704624872,2022
266,266,Zara Robes 266,Loungewear,Robes,Robes,Unisex,Black,Winter,Sports,https://images.pexels.com/photos/1000265/pexels-photo-1000265.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'neutral', 'black', 'robes', 'winter', 'sports', 'loungewear']",high,0.64,Zara,184.79386867586837,2020
267,267,Nike Sandals 267,Footwear,Sandals,Sandals,Men,Grey,Winter,Ethnic,https://images.pexels.com/photos/1000266/pexels-photo-1000266.jpeg?auto=compress&cs=tinysrgb&w=400,"['neutral', 'grey', 'sandals', 'footwear', 'winter', 'ethnic']",mid,0.71,Nike,93.98593126439214,2021
268,268,Adidas Culottes 268,Bottomwear,Culottes,Culottes,Women,Red,Spring,Party,https://images.pexels.com/photos/1000267/pexels-photo-1000267.jpeg?auto=compress&cs=tinysrgb&w=400,"['bright', 'bottomwear', 'warm', 'red', 'culottes', 'party', 'spring']",high,0.72,Adidas,178.12339354714834,2024
269,269,Uniqlo Shorts 269,Bottomwear,Shorts,Shorts,Unisex,Beige,Winter,Party,https://images.pexels.com/photos/1000268/pexels-photo-1000268.jpeg?auto=compress&cs=tinysrgb&w=400,"['shorts', 'bottomwear', 'party', 'winter', 'beige']",mid,0.78,Uniqlo,62.141396976421234,2024
270,270,Forever 21 Shirts 270,Topwear,Shirts,Shirts,Unisex,Grey,All,Formal,https://images.pexels.com/photos/1000269/pexels-photo-1000269.jpeg?auto=compress&cs=tinysrgb&w=400,"['shirts', 'formal', 'neutral', 'grey', 'topwear', 'all']",high,0.81,Forever 21,189.364691671526,2020
271,271,Mango Lounge Sets 271,Loungewear,Lounge Sets,Lounge Sets,Women,Brown,Summer,Casual,https://images.pexels.com/photos/1000270/pexels-photo-1000270.jpeg?auto=compress&cs=tinysrgb&w=400,"['casual', 'brown', 'lounge sets', 'summer', 'loungewear']",mid,0.7,Mango,58.34603098937798,2020
272,272,Levi's Heels 272,Footwear,Heels,Heels,Women,Grey,Winter,Sports,https://images.pexels.com/photos/1000271/pexels-photo-1000271.jpeg?auto=compress&cs=tinysrgb&w=400,"['neutral', 'grey', 'footwear', 'winter', 'sports', 'heels']",mid,0.57,Levi's,65.91903052550775,2020
273,273,Gap Lounge Sets 273,Loungewear,Lounge Sets,Lounge Sets,Men,Maroon,Spring,Ethnic,https://images.pexels.com/photos/1000272/pexels-photo-1000272.jpeg?auto=compress&cs=tinysrgb&w=400,"['maroon', 'lounge sets', 'spring', 'loungewear', 'ethnic']",high,0.51,Gap,158.37321092609446,2020
274,274,Tommy Hilfiger Flats 274,Footwear,Flats,Flats,Unisex,White,Summer,Ethnic,https://images.pexels.com/photos/1000273/pexels-photo-1000273.jpeg?auto=compress&cs=tinysrgb&w=400,"['light', 'neutral', 'flats', 'summer', 'footwear', 'white', 'ethnic']",mid,0.61,Tommy Hilfiger,72.35347147062888,2022
275,275,Calvin Klein Camisoles 275,Innerwear,Camisoles,Camisoles,Men,Purple,Winter,Sports,https://images.pexels.com/photos/1000274/pexels-photo-1000274.jpeg?auto=compress&cs=tinysrgb&w=400,"['purple', 'innerwear', 'camisoles', 'cool', 'winter', 'sports']",mid,0.52,Calvin Klein,115.8061284198765,2020
276,276,Puma Camisoles 276,Innerwear,Camisoles,Camisoles,Men,Yellow,Summer,Sports,https://images.pexels.com/photos/1000275/pexels-photo-1000275.jpeg?auto=compress&cs=tinysrgb&w=400,"['innerwear', 'camisoles', 'yellow', 'sports', 'summer']",mid,0.67,Puma,68.01603712228152,2022
277,277,H&M Lounge Sets 277,Loungewear,Lounge Sets,Lounge Sets,Unisex,Green,All,Formal,https://images.pexels.com/photos/1000276/pexels-photo-1000276.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'green', 'cool', 'all', 'lounge sets', 'loungewear']",mid,0.99,H&M,78.87278022645278,2021
278,278,Zara Robes 278,Loungewear,Robes,Robes,Men,Teal,All,Party,https://images.pexels.com/photos/1000277/pexels-photo-1000277.jpeg?auto=compress&cs=tinysrgb&w=400,"['teal', 'all', 'robes', 'party', 'loungewear']",high,0.78,Zara,194.28602735920487,2024
279,279,Nike Sunglasses 279,Accessories,Sunglasses,Sunglasses,Unisex,Brown,All,Casual,https://images.pexels.com/photos/1000278/pexels-photo-1000278.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'sunglasses', 'casual', 'brown', 'all']",mid,0.94,Nike,90.43291369482387,2021
280,280,Adidas Boots 280,Footwear,Boots,Boots,Women,Blue,All,Party,https://images.pexels.com/photos/1000279/pexels-photo-1000279.jpeg?auto=compress&cs=tinysrgb&w=400,"['blue', 'boots', 'cool', 'footwear', 'all', 'party']",low,0.83,Adidas,42.74037723638564,2021
281,281,Uniqlo Culottes 281,Bottomwear,Culottes,Culottes,Unisex,Blue,Winter,Casual,https://images.pexels.com/photos/1000280/pexels-photo-1000280.jpeg?auto=compress&cs=tinysrgb&w=400,"['blue', 'bottomwear', 'casual', 'cool', 'culottes', 'winter']",mid,0.76,Uniqlo,135.33407134414168,2020
282,282,Forever 21 Shapewear 282,Innerwear,Shapewear,Shapewear,Unisex,Black,All,Formal,https://images.pexels.com/photos/1000281/pexels-photo-1000281.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'neutral', 'formal', 'shapewear', 'innerwear', 'black', 'all']",mid,0.83,Forever 21,62.67800912729068,2024
283,283,Mango Sandals 283,Footwear,Sandals,Sandals,Women,Teal,Winter,Travel,https://images.pexels.com/photos/1000282/pexels-photo-1000282.jpeg?auto=compress&cs=tinysrgb&w=400,"['teal', 'travel', 'sandals', 'footwear', 'winter']",mid,0.41,Mango,70.23914415565844,2020
284,284,Levi's Bras 284,Innerwear,Bras,Bras,Women,Maroon,Spring,Travel,https://images.pexels.com/photos/1000283/pexels-photo-1000283.jpeg?auto=compress&cs=tinysrgb&w=400,"['travel', 'innerwear', 'bras', 'maroon', 'spring']",high,0.58,Levi's,159.35127981436813,2024
285,285,Gap Formal Dress 285,Dress,Formal Dress,Formal Dress,Men,Maroon,Summer,Sports,https://images.pexels.com/photos/1000284/pexels-photo-1000284.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal dress', 'summer', 'dress', 'sports', 'maroon']",high,0.69,Gap,172.37618644418654,2023
286,286,Tommy Hilfiger T-Shirts 286,Topwear,T-Shirts,T-Shirts,Men,Black,Winter,Sports,https://images.pexels.com/photos/1000285/pexels-photo-1000285.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'neutral', 't-shirts', 'topwear', 'black', 'winter', 'sports']",low,0.55,Tommy Hilfiger,28.70804294717175,2023
287,287,Calvin Klein T-Shirts 287,Topwear,T-Shirts,T-Shirts,Women,Black,All,Sports,https://images.pexels.com/photos/1000286/pexels-photo-1000286.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'neutral', 't-shirts', 'topwear', 'black', 'all', 'sports']",mid,0.66,Calvin Klein,59.09426043530562,2021
288,288,Puma Shapewear 288,Innerwear,Shapewear,Shapewear,Women,Beige,Fall,Travel,https://images.pexels.com/photos/1000287/pexels-photo-1000287.jpeg?auto=compress&cs=tinysrgb&w=400,"['travel', 'shapewear', 'innerwear', 'fall', 'beige']",mid,0.57,Puma,148.36673955682832,2022
289,289,H&M A-Line Dress 289,Dress,A-Line Dress,A-Line Dress,Unisex,Purple,Summer,Work,https://images.pexels.com/photos/1000288/pexels-photo-1000288.jpeg?auto=compress&cs=tinysrgb&w=400,"['a-line dress', 'purple', 'cool', 'work', 'dress', 'summer']",mid,0.96,H&M,75.94055252265554,2024
290,290,Zara Mini Dress 290,Dress,Mini Dress,Mini Dress,Unisex,Grey,Spring,Work,https://images.pexels.com/photos/1000289/pexels-photo-1000289.jpeg?auto=compress&cs=tinysrgb&w=400,"['neutral', 'grey', 'work', 'dress', 'spring', 'mini dress']",high,0.96,Zara,171.5194304681252,2024
291,291,Nike Camisoles 291,Innerwear,Camisoles,Camisoles,Men,Pink,Summer,Formal,https://images.pexels.com/photos/1000290/pexels-photo-1000290.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'feminine', 'innerwear', 'pink', 'camisoles', 'warm', 'summer']",high,0.86,Nike,176.17937279914446,2023
292,292,Adidas Sunglasses 292,Accessories,Sunglasses,Sunglasses,Unisex,Orange,Spring,Work,https://images.pexels.com/photos/1000291/pexels-photo-1000291.jpeg?auto=compress&cs=tinysrgb&w=400,"['accessories', 'sunglasses', 'orange', 'work', 'spring']",low,0.86,Adidas,37.8873750639456,2024
293,293,Uniqlo Briefs 293,Innerwear,Briefs,Briefs,Women,Maroon,Winter,Formal,https://images.pexels.com/photos/1000292/pexels-photo-1000292.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'innerwear', 'briefs', 'winter', 'maroon']",high,0.94,Uniqlo,166.31989718623532,2023
294,294,Forever 21 Trousers 294,Bottomwear,Trousers,Trousers,Women,Red,Winter,Work,https://images.pexels.com/photos/1000293/pexels-photo-1000293.jpeg?auto=compress&cs=tinysrgb&w=400,"['bright', 'bottomwear', 'trousers', 'warm', 'red', 'work', 'winter']",high,0.68,Forever 21,177.25559745619728,2021
295,295,Mango Nightgowns 295,Loungewear,Nightgowns,Nightgowns,Unisex,Red,Spring,Travel,https://images.pexels.com/photos/1000294/pexels-photo-1000294.jpeg?auto=compress&cs=tinysrgb&w=400,"['bright', 'travel', 'warm', 'red', 'loungewear', 'spring', 'nightgowns']",low,0.64,Mango,40.719389815871345,2024
296,296,Levi's Jeans 296,Bottomwear,Jeans,Jeans,Women,Pink,Spring,Travel,https://images.pexels.com/photos/1000295/pexels-photo-1000295.jpeg?auto=compress&cs=tinysrgb&w=400,"['feminine', 'travel', 'bottomwear', 'pink', 'warm', 'jeans', 'spring']",high,0.61,Levi's,194.23872481573554,2024
297,297,Gap Bras 297,Innerwear,Bras,Bras,Women,Green,Summer,Sports,https://images.pexels.com/photos/1000296/pexels-photo-1000296.jpeg?auto=compress&cs=tinysrgb&w=400,"['green', 'innerwear', 'cool', 'bras', 'sports', 'summer']",high,0.67,Gap,167.7733956932821,2021
298,298,Tommy Hilfiger Skirts 298,Bottomwear,Skirts,Skirts,Women,Yellow,Summer,Sports,https://images.pexels.com/photos/1000297/pexels-photo-1000297.jpeg?auto=compress&cs=tinysrgb&w=400,"['bottomwear', 'yellow', 'skirts', 'sports', 'summer']",mid,0.56,Tommy Hilfiger,79.89487504182964,2021
299,299,Calvin Klein Sneakers 299,Footwear,Sneakers,Sneakers,Men,Beige,Winter,Formal,https://images.pexels.com/photos/1000298/pexels-photo-1000298.jpeg?auto=compress&cs=tinysrgb&w=400,"['formal', 'sneakers', 'footwear', 'winter', 'beige']",mid,0.66,Calvin Klein,76.50896311143077,2023
300,300,Puma Heels 300,Footwear,Heels,Heels,Unisex,Black,Spring,Travel,https://images.pexels.com/photos/1000299/pexels-photo-1000299.jpeg?auto=compress&cs=tinysrgb&w=400,"['dark', 'neutral', 'travel', 'black', 'footwear', 'spring', 'heels']",high,0.67,Puma,168.11178322684336,2021
301,301,H&M Maxi Dress 301,Dress,Maxi Dress,Maxi Dress,Unisex,Green,Winter,Ethnic,https://images.pexels.com/photos/1000300/pexels-photo-1000300.jpeg?auto=compress&cs=tinysrgb&w=400,"['green', 'cool', 'maxi dress', 'dress', 'winter', 'ethnic']",mid,0.72,H&M,120.2091924018011,2020
